claim_id,paper_key,env,kind,opt_title,label,section,subsection,subsubsection,statement_preview,statement_sha256,tex_file,line_start,line_end
GLC2:lemma:l:base change poles at x,GLC2,lem,lemma,,l:base change poles at x,The Hecke eigen-property of critical localization,,,"\label{l:base change poles at x} The naturally defined functor $$ \QCoh(Y)\underset{\QCoh(\Op^\mf_{\cG,\ul{x}})}\otimes \QCoh(\Op^{\mf\rightsquigarrow\reg}_{\cG,\Ran_{\ul{x}}})\to \QCoh\Bigl(Y\underset{\Op^\mf_{\cG,\ul{x}}}\times \Op^{\mf\rightsquigarrow\reg}_{\cG,\Ran_{\ul{x}}}\…",b20e97c4df6df85a3a12301ac1133acfe1b0912faffec1308566c1a72bded7be,gaits2.tex,17924,17930
GLC2:remark:auto0220@L18190,GLC2,rem,remark,,,The Hecke eigen-property of critical localization,,,"As was mentioned in the preamble to this subsection, we fixed objects $\CM\in \KL(G)_{\kappa,\ul{x},Y}$ and $V\in \Rep(\cG)_{\ul{x}}$ for expositional reasons. The actual assertion behind \eqref{e:Hecke property Y 2}, and one that we actually prove in \secref{ss:verify local Heck…",b232f297246a1e065c1dae42c97f7eaaf0741ec470ddf5ec9b9a3a59256fc677,gaits2.tex,18190,18197
GLC2:lemma:l:base change poles at x better,GLC2,lem,lemma,,l:base change poles at x better,The Hecke eigen-property of critical localization,,,"\label{l:base change poles at x better} \hfill \smallskip \noindent{\em(a)} The category $\QCoh(\Op^{\mer\rightsquigarrow\reg}_{\cG,\Ran_{\ul{x}}})$ is dualizable as a $\QCoh(\Op^\mer_{\cG,\ul{x}})$-module. \smallskip \noindent{\em(b)} For any affine $Y\to \Op^\mer_{\cG,\ul{x}}$,…",478737114f269766f28fcdf65b56d161fbf645fdae1e67d2bae576e3bc7866ac,gaits2.tex,18389,18404
GLC2:lemma:l:reg to mf fact module comparison,GLC2,lem,lemma,,l:reg to mf fact module comparison,Proof of \thmref{t:ins vac reg},,,\label{l:reg to mf fact module comparison} The functors \eqref{e:reg to mf fact * module comparison} and \eqref{e:reg to mf fact ! module comparison} are equivalences.,d93a65590e4545e43986272445c5fe27b4272bc1609bee34c9fc9dfc5ee56c2d,gaits2.tex,18717,18720
GLC2:lemma:l:action is strictly unital,GLC2,lem,lemma,,l:action is strictly unital,Proof of \thmref{t:ins vac reg},,,\label{l:action is strictly unital} The right-lax functors that define the action of $\IndCoh^!(\Op^{\mf\rightsquigarrow\reg}_\cG)^{\on{fact}_{\ul{x}}}$ on $\Res_{{\mathcal Vac}(G)_\crit}((\KL(G)_\kappa)^{\on{fact}_{\ul{x}}})$ as crystals of categories on $\Ran^{\on{untl}}$ are \…,73689a8522afabaea6c07e1392efd33fbb14202808278ac461a003423859814c,gaits2.tex,18930,18934
GLC2:proposition:p:ins vac reg mf pre QCoh,GLC2,prop,proposition,,p:ins vac reg mf pre QCoh,Proof of \thmref{t:ins vac reg},,,"\label{p:ins vac reg mf pre QCoh} The functor \begin{equation} \label{e:ins vac reg mf pre QCoh} \QCoh(\Op^{\mf\rightsquigarrow\reg}_{\cG,\Ran_{\ul{x}}})\underset{\QCoh(\Op^\mf_{\cG,\ul{x}})}\otimes \KL(G)_{\crit,\ul{x}}\to \Res_{{\mathcal Vac}(G)_\crit}((\KL(G)_\kappa)^{\on{fact…",1f9174c74d03893b67813b8c3f310981e61977e3c3470d45bf4801c7f7753c03,gaits2.tex,19086,19093
GLC2:lemma:l:local to global Op ^! on !,GLC2,lem,lemma,,l:local to global Op ^! on !,Spectral Poincar\'e functor(s),,,\label{l:local to global Op ^! on !} The functor \eqref{e:local to global Op ^! on !} preserves compactness.,d0a6074a4275d6d9780864f3e3a5491325d25a4eb99384031c95988766884699,gaits2.tex,19254,19256
GLC2:corollary:c:local to global Op _* on *,GLC2,cor,corollary,,c:local to global Op _* on *,Spectral Poincar\'e functor(s),,,"\label{c:local to global Op _* on *} The functor \eqref{e:local to global Op _* on *} admits a left adjoint, to be denoted $\on{ev}_\CZ^{*,\IndCoh}$.",84711d3f58e1f731ce416ac766815728b7106463c1756b6587657a2c2285d645,gaits2.tex,19356,19359
GLC2:lemma:l:IndCoh* vs QCohco on mer adj,GLC2,lem,lemma,,l:IndCoh* vs QCohco on mer adj,Spectral Poincar\'e functor(s),,,\label{l:IndCoh* vs QCohco on mer adj} The natural transformation in \eqref{e:IndCoh* vs QCohco on mer adj} is an isomorphism.,3a8a55673877fd1e15a02503381b1a518c44fff360e0d9a2185abe6a9223c945,gaits2.tex,19398,19400
GLC2:proposition:p:ev and duality,GLC2,prop,proposition,,p:ev and duality,Spectral Poincar\'e functor(s),,,"\label{p:ev and duality} There exists a commutative diagram $$ \CD \IndCoh^!(\Op^\mer_\cG)_\CZ @>{\Theta_{\Op^\mer_{\cG,\CZ}}}>> \IndCoh^*(\Op^\mer_\cG)_\CZ \\ @V{(\on{ev}_\CZ)^!}VV @VV{(\on{ev}_\CZ)^{*,\IndCoh}}V \\ \IndCoh(\Op^{\mer,\on{glob}}_\cG)_\CZ @>>{-\otimes \fl_{\on{Kos…",9cb3760300a4a105363337f08d889ec3f93aa75800756ea631b0812283d0cdf0,gaits2.tex,19452,19461
GLC2:lemma:l:local to global Op ^! on ! mf,GLC2,lem,lemma,,l:local to global Op ^! on ! mf,Spectral Poincar\'e functor(s),,,\label{l:local to global Op ^! on ! mf} The functor \eqref{e:local to global Op ^! on ! mf} preserves compactness.,22995ee08153adcf191c42df7ffb5f682ab95c917ed0da86b94b9ad4fe79df6f,gaits2.tex,19585,19587
GLC2:corollary:c:local to global Op _* on * mf,GLC2,cor,corollary,,c:local to global Op _* on * mf,Spectral Poincar\'e functor(s),,,"\label{c:local to global Op _* on * mf} The functor \eqref{e:local to global Op _* on * mf} admits a left adjoint, to be denoted $\on{ev}_\CZ^{*,\IndCoh}$.",970f10e308556af6a7089673f37d56ebac6da1794eba0f506e5d2c6757187182,gaits2.tex,19623,19626
GLC2:lemma:l:ev and iota,GLC2,lem,lemma,,l:ev and iota,Spectral Poincar\'e functor(s),,,\label{l:ev and iota} The natural transformation in \eqref{e:ev and iota 3} is an isomorphism.,f3f0c0592c00b7053d540018f7669c787fc44331a89627fbc915de50f60cc235,gaits2.tex,19671,19673
GLC2:proposition:p:ev and duality mf,GLC2,prop,proposition,,p:ev and duality mf,Spectral Poincar\'e functor(s),,,"\label{p:ev and duality mf} There exists a commutative diagram $$ \CD \IndCoh^!(\Op^\mf_\cG)_\CZ @>{\Theta_{\Op^\mf_{\cG,\CZ}}}>> \IndCoh^*(\Op^\mf_\cG)_\CZ \\ @V{(\on{ev}_\CZ)^!}VV @VV{(\on{ev}_\CZ)^{*,\IndCoh}}V \\ \IndCoh(\Op^{\mf,\on{glob}}_\cG)_\CZ @>>{-\otimes \fl_{\on{Kost…",707cdad498a185681080018da8dd6715e74834e58abc3a2576f0cd5154a00b4c,gaits2.tex,19760,19769
GLC2:theorem:t:Poinc spec * vs !,GLC2,thm,theorem,,t:Poinc spec * vs !,Spectral Poincar\'e functor(s),,,"\label{t:Poinc spec * vs !} There is an isomorphism of local-to-global functors $$\ul{\Poinc}^{\on{spec}}_{\cG,!}\otimes \fl_{\on{Kost}(\cG)}[-\delta_G]\simeq \ul{\Poinc}^{\on{spec}}_{\cG,*}\circ \Theta_{\Op^\mf_\cG}.$$",306e5bcf044b44ce7fe7c6d3d39161269815a6a60e22b0b1151badc8ddb8689d,gaits2.tex,19919,19924
GLC2:remark:auto0234@L19926,GLC2,rem,remark,,,Spectral Poincar\'e functor(s),,,"The reason that we discuss both $\ul{\Poinc}^{\on{spec}}_{\cG,!}$ and $\ul{\Poinc}^{\on{spec}}_{\cG,*}$ (despite the fact that, thanks to \thmref{t:Poinc spec * vs !}, they are easily expressible one through another) is that the !-version is naturally compatible with Eisenstein s…",340b7e7a08a1b357eeb98f03c8e3f38aa6a32e45900c0c1e7354f6825c3abe6d,gaits2.tex,19926,19933
GLC2:remark:auto0235@L19954,GLC2,rem,remark,,,Spectral Poincar\'e functor(s),,,"In \secref{sss:Hecke spec action Ran} we will consider a Ran version of this action. This involves some technical difficulties, inherent to the definition of $\Sph^{\on{spec}}_\cG$ as a factorization category, see \secref{sss:Sph spec tech}.",fed0a9334a2fda0bd395dc98171eef5a875c852f0d643e71656c308c573d5014,gaits2.tex,19954,19958
GLC2:lemma:l:Poinc intertwines Sph,GLC2,lem,lemma,,l:Poinc intertwines Sph,Spectral Poincar\'e functor(s),,,"\label{l:Poinc intertwines Sph} The functor $\Poinc^{\on{spec}}_{\cG,*,\Ran_{\ul{x}}}$ intertwines the actions of $\Sph^{\on{spec}}_{\cG,\ul{x}}$ on the two sides.",42144ddcc00d6ffbed5771afa0adaf28ee5f5cd867a82ceb50b3fb7dd8eec86e,gaits2.tex,19992,19995
GLC2:remark:auto0237@L19997,GLC2,rem,remark,,,Spectral Poincar\'e functor(s),,,"One can define an action of $\Sph^{\on{spec}}_\cG$ on $\IndCoh^*(\Op^\mf_\cG)$ as a factorization category. Furthermore, one can show that that the functor $\ul{\Poinc}^{\on{spec}}_{\cG,*}$ is compatible with the action of $\IndCoh^*(\Op^\mf_\cG)$, where the latter is thought of…",8d09f7f589036ccdf35d043db9b271892ce4436a262a80e10af3dc45b6f04f3f,gaits2.tex,19997,20007
GLC2:proposition:p:Poinc to QCoh,GLC2,prop,proposition,,p:Poinc to QCoh,Spectral Poincar\'e functor(s),,,"\label{p:Poinc to QCoh} The essential image of the functor $$\Poinc^{\on{spec}}_{\cG,*}:\IndCoh^*(\Op^\mf_\cG)_\Ran \to \IndCoh(\LS_\cG)$$ lies in $$\QCoh(\LS_\cG) \subset \IndCoh(\LS_\cG).$$",e6b9de496232e32c6a9006aabf9460d4a8d43a76a9df3313b82999456ea0d817,gaits2.tex,20026,20031
GLC2:remark:auto0239@L20062,GLC2,rem,remark,,,Spectral Poincar\'e functor(s),,,"Note that thanks to \thmref{t:Poinc spec * vs !}, we obtain that an assertion parallel to \propref{p:Poinc to QCoh} holds for the functor $\Poinc^{\on{spec}}_{\cG,!}$. (Alternatively, one can prove it by the same argument.)",339941c6c8aec16f2bfde59ced98a8740bd88d1ec03bd4acc0d293b45cb068c8,gaits2.tex,20062,20066
GLC2:theorem:t:spec Poinc and Gamma,GLC2,thm,theorem,,t:spec Poinc and Gamma,Spectral Poincar\'e functor(s),,,\label{t:spec Poinc and Gamma} The functor \eqref{e:spec Poinc and Gamma pairing} identifies canonically with \begin{multline} \label{e:spec Poinc and Gamma pairing 1} \IndCoh^*(\Op^{\on{mon-free}}_\cG)_\Ran \otimes \Rep(\cG)_\Ran \overset{\on{ins.unit}_\Ran\otimes \on{ins.unit}_…,ab8c5981b4e5cdbe5c0720e4c1fe560dd6b4e8c3ff4d19d7b423aa5bb50d2ed2,gaits2.tex,20158,20172
GLC2:remark:auto0241@L20174,GLC2,rem,remark,,,Spectral Poincar\'e functor(s),,,"Note that the functor \eqref{e:spec Poinc and Gamma pairing 1}, appearing in \thmref{t:spec Poinc and Gamma} can also be rewritten as \begin{multline*} \IndCoh^*(\Op^{\on{mon-free}}_\cG)_\Ran \otimes \Rep(\cG)_\Ran \overset{\on{ins.unit}_\Ran\otimes \on{ins.unit}_\Ran}\to \\ \to…",eb09018897ea9c8884b932249d2a9ba02a90d10538dc64ebe382a610764c0817,gaits2.tex,20174,20189
GLC2:theorem:t:spec Poinc and Gamma vac,GLC2,thm,theorem,,t:spec Poinc and Gamma vac,Spectral Poincar\'e functor(s),,,"\label{t:spec Poinc and Gamma vac} The functor $$\IndCoh^*(\Op^{\on{mon-free}}_\cG)_\Ran \overset{\Poinc^{\on{spec}}_{\cG,*}}\longrightarrow \QCoh(\LS_\cG) \overset{\Gamma(\LS_\cG,-)}\longrightarrow \Vect$$ identifies canonically with \begin{multline} \IndCoh^*(\Op^{\on{mon-free}…",cc1c058c6b3a09b90940657df2700b45ff83a7c4e5921af1a00f75f23dc3e489,gaits2.tex,20200,20210
GLC2:proposition:p:L coarse Whit compat,GLC2,prop,proposition,,p:L coarse Whit compat,The Langlands functor,,,\label{p:L coarse Whit compat} The following diagram commutes: \begin{equation} \label{e:coeff comp L coarse} \CD \Whit^!(G)_\Ran @>{\on{CS}_G}>> \Rep(\cG)_\Ran \\ @A{\on{coeff}_G[2\delta_{N_{\rho(\omega_X)}}]}AA @AA{\Gamma^{\on{spec}}_\cG}A \\ \Dmod_{\frac{1}{2}}(\Bun_G) @>{\BL_…,15f71d0aedefdde87876c514478faa94fd449d7678d5e9d9f6187b8ac29be9bd,gaits2.tex,20385,20395
GLC2:lemma:l:Sph spec acts on QCoh,GLC2,lem,lemma,,l:Sph spec acts on QCoh,The Langlands functor,,,"\hfill \label{l:Sph spec acts on QCoh} \smallskip \noindent{\em(a)} The action of $(\Sph^{\on{spec}}_{\cG,\Ran})^{\sotimes}$ on $\IndCoh(\LS_\cG)\otimes \Dmod(\Ran)$ preserves the subcategory $$\QCoh(\LS_\cG)\otimes \Dmod(\Ran)\overset{\Xi_{\LS_\cG}\otimes \on{Id}}\hookrightarrow…",35645a7cb6cee13cc8bcf3ad37ae14e70916781279a03b889db636de96533236,gaits2.tex,20502,20520
GLC2:remark:auto0245@L20537,GLC2,rem,remark,,,The Langlands functor,,,"Note that for a fixed $\ul{x}\in \Ran$, the action of $\Sph^{\on{spec}}_{\cG,\ul{x}}$ on $\QCoh(\LS_\cG)$ factors through the quotient $$\Sph^{\on{spec}}_{\cG,\ul{x}}\twoheadrightarrow \Sph^{\on{spec}}_{\cG,\on{temp},\ul{x}},$$ see \secref{sss:temp spec}. This follows from the fa…",21a0d0a8a00395c40e6a700b0ab63a0e9eaa4e54ef551c784b9e71356d4cc9cf,gaits2.tex,20537,20550
GLC2:proposition:p:L coarse Sph compat,GLC2,prop,proposition,,p:L coarse Sph compat,The Langlands functor,,,"\label{p:L coarse Sph compat} The functor $$\BL_{G,\on{coarse}}\otimes \on{Id}: \Dmod_{\frac{1}{2}}(\Bun_G)\otimes \Dmod(\Ran)\to \QCoh(\LS_\cG)\otimes \Dmod(\Ran)$$ intertwines the $(\Sph_{G,\Ran})^{\sotimes}$ action on the left-hand side with the $(\Sph^{\on{spec}}_{\cG,\Ran})^…",18ce9c43d4990d0d7682cf74e54aadc1ac1f415478169bd69e05f7b46aaf124a,gaits2.tex,20556,20564
GLC2:theorem:t:true Langlands,GLC2,thm,theorem,,t:true Langlands,The Langlands functor,,,"\label{t:true Langlands} There exists a uniquely defined functor $$\BL_G:\Dmod_{\frac{1}{2}}(\Bun_G)\to \IndCoh_\Nilp(\LS_\cG),$$ subject to the following conditions: \begin{itemize} \item $\Psi_{\LS_\cG}\circ \BL_G\simeq \BL_{G,\on{coarse}}$; \item The functor $\BL_G$ sends comp…",dac26474e4ddba2e618ea03673d162398a59211138c8f2d719340d6bd8d70c7a,gaits2.tex,20665,20679
GLC2:corollary:c:L Whit compat,GLC2,cor,corollary,,c:L Whit compat,The Langlands functor,,,"\label{c:L Whit compat} The following diagram commutes: \begin{equation} \label{e:coeff comp L} \CD \Whit^!(G)_\Ran @>{\on{CS}_G}>> \Rep(\cG)_\Ran \\ @A{\on{coeff}_G[2\delta_{N_{\rho(\omega_X)}}]}AA @AA{\Gamma^{\on{spec},\IndCoh}_\cG}A \\ \Dmod_{\frac{1}{2}}(\Bun_G) @>{\BL_G}>> \…",ee6910c4382eb5ee5d202844956aa1c627aa5ffce2a6a2b4491e1c4b1c1266e4,gaits2.tex,20702,20711
GLC2:proposition:p:L Sph compat,GLC2,prop,proposition,,p:L Sph compat,The Langlands functor,,,"\label{p:L Sph compat} The functor $\BL_G$ intertwines the action of $(\Sph_{G,\Ran})^\star$ on the left-hand side and the action of $(\Sph^{\on{spec}}_{\cG,\Ran})^\star$ on the right-hand side via $$\on{Sat}_G:\Sph_G\to \Sph^{\on{spec}}_\cG.$$",65b109bb9776e7ff7447382bdd81c66534414e96ec0a96454bb22b76e3247d00,gaits2.tex,20729,20733
GLC2:corollary:c:L Sph compat,GLC2,cor,corollary,,c:L Sph compat,The Langlands functor,,,"\label{c:L Sph compat} \hfill \smallskip \noindent{\em(a)} The functor $\BL_G$ intertwines the action of $\Sph_{G,\Ran,\on{indep}}$ on the left-hand side and the action of $\Sph^{\on{spec}}_{\cG,\Ran^{\on{untl}},\on{indep}}$ on the right-hand side. \smallskip \noindent{\em(b)} Th…",6fe2c8146d1ca41614374ba2b3345135b16cc17cc35d21e7d23d08060bc99fc7,gaits2.tex,20789,20813
GLC2:corollary:c:temp Langlands,GLC2,cor,corollary,,c:temp Langlands,The Langlands functor,,,"\label{c:temp Langlands} There exists a uniquely defined functor $$\BL_{G,\on{temp}}:\Dmod_{\frac{1}{2}}(\Bun_G)_{\on{temp}}\to \QCoh(\LS_\cG),$$ which makes both squares in the next diagram commute: $$ \CD \Dmod_{\frac{1}{2}}(\Bun_G) @>{\BL_G}>> \IndCoh_\Nilp(\LS_\cG) \\ @V{\bu^…",cca573acc5a2281ac20d1454d45b627b75bdd4da983293052ccc620fced9808e,gaits2.tex,20838,20853
GLC2:proposition:p:Loc is temp,GLC2,prop,proposition,,p:Loc is temp,The Langlands functor,,,"\label{p:Loc is temp} The essential image of the functor $$\Loc_G:\KL(G)_{\crit,\Ran}\to \Dmod_{\frac{1}{2}}(\Bun_G)$$ lies in $$\Dmod_{\frac{1}{2}}(\Bun_G)_{\on{temp}} \subset \Dmod_{\frac{1}{2}}(\Bun_G).$$",cb8c8d38784af8247888f6d213996d48c6cce0be7c02488950cacadcab115936,gaits2.tex,20866,20871
GLC2:theorem:t:Langlands critical compat,GLC2,thm,theorem,,t:Langlands critical compat,The Langlands functor,,,"\label{t:Langlands critical compat} The diagram $$ \CD \Dmod_{\frac{1}{2}}(\Bun_G) @>{\BL_G}>> \IndCoh_\Nilp(\LS_\cG) \\ @A{\Loc_G\otimes \fl^{\otimes \frac{1}{2}}_{G,N_{\rho(\omega_X)}}\otimes \fl^{\otimes -1}_{N_{\rho(\omega_X)}}[-\delta_{N_{\rho(\omega_X)}}]}AA @AA{\Poinc^{\on…",9ee8f772b173f321611f0a0a175dc51f0991e0ac2b01bffaa5cd31af937c2379,gaits2.tex,20886,20899
GLC2:remark:auto0254@L21150,GLC2,rem,remark,,,Ind-coherent sheaves in infinite type,,,"The above definition turns out to be useful in many contexts, but in the present paper its main application is the following (see \secref{ss:QCoh co IndSch}): \medskip Let $\CY$ be and ind-affine ind-scheme $$\CY=\underset{i}{``\on{colim}""}\, \Spec(R_i).$$ Let $R$ denote the topo…",81e87cdd6cafde5c10515b1d4301af45b96fb7e5804de39caa48b4516edfb26f,gaits2.tex,21150,21187
GLC2:lemma:l:QCoh co base change,GLC2,lem,lemma,,l:QCoh co base change,Ind-coherent sheaves in infinite type,,,\label{l:QCoh co base change} The functor \eqref{e:QCoh co base change} is an equivalence.,81cb19ef19b1ff8e50fa34a594de7c690a84dd8311145a188b3bf73c51ddaa0b,gaits2.tex,21307,21309
GLC2:theorem:t:alg stack QCoh co,GLC2,thm,theorem,,t:alg stack QCoh co,Ind-coherent sheaves in infinite type,,,\label{t:alg stack QCoh co} Let $\CY$ be an quasi-compact algebraic stack with an affine diagonal. Suppose that one of the following conditions holds: \smallskip \noindent{\em(i)} $\CY$ can be realized as a quotient of an algebraic space by an action of a (finite-dimensional) alg…,36b4fb5ffefdb6b00e7850f87240690f54e2a3e441631519ea197ede17fda5a9,gaits2.tex,21347,21362
GLC2:corollary:c:QCoh co alg stacks,GLC2,cor,corollary,,c:QCoh co alg stacks,Ind-coherent sheaves in infinite type,,,"\label{c:QCoh co alg stacks} Under the above circumstances, we have a canonical equivalence $$\QCoh_{\on{co}}(\CY) \simeq \underset{i}{\on{colim}}\, \QCoh(\CY_i),$$ where the colimit is taken with respect to the pushforward functors.",c60e537865b6c77db415004e04d6fdbe38972e1747756d92eb5b256188318c96,gaits2.tex,21372,21376
GLC2:lemma:l:colimit t-structures,GLC2,lem,lemma,,l:colimit t-structures,Ind-coherent sheaves in infinite type,,,\label{l:colimit t-structures} Assume that $I$ is filtered. Then: \smallskip \noindent{\em(a)} The t-structure on $\bC$ is compatible with filtered colimits. \smallskip \noindent{\em(b)} The functors $\on{ins}_i$ are t-exact. \smallskip \noindent{\em(c)} The category $\bC^{\geq 0…,2e2d480678b09bfc741a6ce327264f90fda5ca9c989c61b765d56598a4c4d455,gaits2.tex,21449,21466
GLC2:remark:e:colimit coconn,GLC2,rem,remark,,e:colimit coconn,Ind-coherent sheaves in infinite type,,,"Note that in the situation of \lemref{l:colimit t-structures}, we have $$\bC\simeq \underset{i\i I^{\on{op}}}{\on{lim}}\, \bC_i,$$ where: \begin{itemize} \item The limit is taken in the category of $\infty$-categories; \item The functor $\to$ is given by the (compatible collectio…",d1854199e0f23b4b6f575a3067490794750e4c1e0e6ae98cd4191515f65ddaa8,gaits2.tex,21491,21511
GLC2:corollary:c:t-exact out of colimit,GLC2,cor,corollary,,c:t-exact out of colimit,Ind-coherent sheaves in infinite type,,,"\label{c:t-exact out of colimit} Let $\Phi:\bC\to \bD$ be a continuous functor, where $\bD$ is also equipped with a t-structure. \medskip \noindent{\em(a)} The functor $\Phi$ is right t-exact if and only if each $\Phi\circ \on{ins}_i=:\Phi_i:\bC_i\to \bD$ is right t-exact. \medsk…",cc058afd14966cb68de4b2b4d15e83876b6ad0e444f720239bb8e33fa93582a0,gaits2.tex,21514,21531
GLC2:corollary:c:t-structure on QCoh co,GLC2,cor,corollary,,c:t-structure on QCoh co,Ind-coherent sheaves in infinite type,,,"\label{c:t-structure on QCoh co} \hfill \smallskip \noindent{\em(a)} The t-structure on $\QCoh_{\on{co}}(\CY)$ is compatible with filtered colimits. \smallskip \noindent{\em(b)} For every $S\in \affSch_{/\CY}$, the direct image functor $\QCoh(S)\to \QCoh_{\on{co}}(\CY)$ is t-exac…",a07ee454b27cf72ee7a35d3e3d3ab3bce736075c30b729fdfdc7c1627107f1b8,gaits2.tex,21548,21559
GLC2:corollary:c:dir im QCoh co t exact,GLC2,cor,corollary,,c:dir im QCoh co t exact,Ind-coherent sheaves in infinite type,,,\label{c:dir im QCoh co t exact} The functor $f_*$ is t-exact.,2e68443487f951c59d22d4584c57e88e335a7fd76e0c2641cf46127d50652f5b,gaits2.tex,21571,21573
GLC2:corollary:c:inv im QCoh co t right exact,GLC2,cor,corollary,,c:inv im QCoh co t right exact,Ind-coherent sheaves in infinite type,,,\label{c:inv im QCoh co t right exact} The functor $f^*$ is right t-exact.,6e45497472d2e7a475534b334e25f1794e911360acb68211607c7674ab859131,gaits2.tex,21584,21586
GLC2:lemma:c:inv im QCoh co t exact,GLC2,lem,lemma,,c:inv im QCoh co t exact,Ind-coherent sheaves in infinite type,,,"\label{c:inv im QCoh co t exact} For a flat map $f$ between ind-affine ind-schemes, the functor $f^*:\QCoh_{\on{co}}(\CY_2)\to \QCoh_{\on{co}}(\CY_1)$ is t-exact.",9ab5a148a39dd85f118272d8e583e1a969bfad64be9ee97e2c4fafce85be483c,gaits2.tex,21593,21597
